Meet|Level|Date|Results|Meet Url
Iron Horse Last Chance Invitational|Local|2016-01-17|9|1737
Last Chance Juniors|Local|2016-01-16|6|1752
John Davis Memorial Invitational 2|Local|2016-01-16|30|1686
Packer Power Weightlifting Meet|Local|2016-01-16|34|1708
Inner strength Winter Qualifier, 2016|Local|2016-01-16|6|1711
Rosemount High School Open|Local|2016-01-16|102|1652
New Year Kick Off/Jr. National QT|Local|2016-01-16|18|1725
Flatirons Winter Open|Local|2016-01-16|45|1759
2016 Oahu Open Weightlifting Championships|Local|2016-01-16|50|1791
Charleston-Mattoon Weightlifting Club Open Winter Meet|Local|2016-01-16|144|1665
Warrior Winter Classic|Local|2016-01-16|27|1655
Yoked Barbell Club Winter Classic|Local|2016-01-16|11|1704
Whitney High Open 1|Local|2016-01-16|6|1728
2016 Texas State Championships|Local|2016-01-16|251|1705
Industrious Resolution|Local|2016-01-16|52|547
Last Chance Junior Qualifier|Local|2016-01-16|7|1740
2016 Tri State Open|Local|2016-01-10|58|520
Barbell Bash 2016|Local|2016-01-09|52|548
FWF First of the Year Open|Local|2016-01-09|49|560
The Pivotal YJM|Local|2016-01-09|10|1675
2016 TCA New Year's Weightlifting Meet|Local|2016-01-09|70|539
Southern Open|Local|2016-01-09|52|1687
Double Barrel Weightlifting Classic|Local|2016-01-09|12|1722
New Year's Lift Off|Local|2016-01-09|27|543
Bluegrass Barbell Winter Meet|Local|2016-01-09|32|1654
Sacramento Fitness Expo Open|Local|2016-01-09|85|1706
2016 SENSE Gym Weigthlifting Meet #1|Local|2016-01-02|6|1712
TGA Last Chance Qualifier|Local|2015-12-30|11|1693
End of Year PR Meet|Local|2015-12-30|9|1671
Onaga Christmas Open|Local|2015-12-26|35|247
Gulfcoast Holiday Cup|Local|2015-12-20|48|1668
Lone Star Youth & Junior Winter Developmental Meet|Local|2015-12-19|24|237
Winter Solstice Open|Local|2015-12-19|132|70
2015 IronMind Weightlifting Championships|Local|2015-12-19|15|1768
Stocking Stuffer|Local|2015-12-19|14|1691
Hassle Free Record Breakers|Local|2015-12-19|110|1669
Out of Step Barbell Open 8|Local|2015-12-19|20|512
Georgia / Alabama LWC Championships|Local|2015-12-19|33|476
WWC Invitational|Local|2015-12-19|6|1667
Soul Open 5|Local|2015-12-19|39|148
D.A.V. Patriot Games 2015: Lift for 22|Local|2015-12-13|23|1666
The Holiday Season Open|Local|2015-12-13|64|43
2015 BrewCity Open|Local|2015-12-12|116|192
North Metro High School Weightlifting Meet|Local|2015-12-12|59|280
2015 Inner Strength Winter Meet|Local|2015-12-12|17|1648
2nd Annual Black Swamp Winter Open|Local|2015-12-12|33|1755
2015 Mustang Weightlifting Meet|Local|2015-12-12|12|1661
East Carolina Invitational|Local|2015-12-12|6|1662
2nd Annual Black Swamp Winter Open|Local|2015-12-12|33|175
The Holly Jolly Hoist|Local|2015-12-12|22|348
Team Chikara Developmental Meet #44|Local|2015-12-12|25|327
2015 Kirkwood Winter Challenge|National|2015-12-12|53|1646
Crown Town Showdown|Local|2015-12-12|17|1663
Southern Minnesota  High School Open|Local|2015-12-12|131|513
2015 IWF Grand Prix-Russia|Local|2015-12-12|9|1921
Team Chikara Developmental Meet #44|Local|2015-12-12|25|327
2nd Annual Black Swamp Winter Open|Local|2015-12-12|33|175
2015 Inner Strength Winter Meet|Local|2015-12-12|17|1648
2015 Kirkwood Winter Challenge|National|2015-12-12|53|1646
Panhandle Power Winter Open|Local|2015-12-05|9|1757
So that was 2015|Local|2015-12-05|7|1660
Union Christmas Meet|Local|2015-12-04|6|1659
2015 American Open|National|2015-12-03|822|1610
2015 Turkey Meet|Local|2015-11-29|11|1647
Redline Athletics Turkey Classic|Local|2015-11-28|16|223
CT State Weightlifting Championships|Local|2015-11-22|79|18
Winter Weightlifting Open|Local|2015-11-21|20|176
Turkey Cup|Local|2015-11-21|86|260
Ubuntu Weightlifting Classic|Local|2015-11-21|8|477
EAW Invitational|Local|2015-11-21|11|1748
Central New York Open|Local|2015-11-21|22|29
Precision Weightlifting Open|Local|2015-11-21|29|296
Open Oly Lifting Meet|Local|2015-11-21|24|174
Pulls and Pies Weightlifting Competition|Local|2015-11-21|9|297
Team WNY November Club Meet|Local|2015-11-21|23|31
Teen Vs. Gravity-Youth and Junior Challenge|Local|2015-11-21|74|74
2015 World WL Championships|National|2015-11-21|15|1609
2015 IWF World Championships|International|2015-11-20|15|1746
2015 Costa Mesa Open|Local|2015-11-15|8|335
VBC Holiday Classic|Local|2015-11-14|31|332
WBC Presents the 2015 War of Westchester|Local|2015-11-14|62|45
Philadelphia Barbell Fall 2015 Meet|Local|2015-11-14|7|77
Iron Athlete November Open|Local|2015-11-14|25|496
Iron Tiger Invitational|Local|2015-11-14|10|161
Force Fall Classic|Local|2015-11-14|53|215
American Masters Championships|Local|2015-11-12|191|469
Nutmeg State Open|Local|2015-11-11|55|17
Industrial Strength Fall Classic II|Local|2015-11-08|43|371
Out of Step Barbell Open 7|Local|2015-11-07|18|119
Regional Developmental Championships|Local|2015-11-07|26|473
2015 PGH Fall Invitational|Local|2015-11-07|14|98
Moorestown Fall Open|Local|2015-11-07|29|56
2015 Chikara Open|Local|2015-11-07|59|303
2015 FWF State Championships (LWC #14 Championships)|Local|2015-11-07|239|150
Myles ahead Cup|Local|2015-11-07|69|393
FRCF Fall Weightlifting Meet|Local|2015-11-07|36|295
2015 Texas Barbell Fall Classic|Local|2015-11-07|59|447
Trident Open|Local|2015-11-07|38|351
IWF World Championships Training Camp|National|2015-11-02|34|1617
Halloween Invitational|Local|2015-10-31|7|429
The Lab Gym Fall Open|Local|2015-10-31|59|258
White Rose Barbell Last Chance Qualifier|Local|2015-10-25|10|75
Last Chance Americans Qualifier|Local|2015-10-25|11|331
Golden West Invitational|Local|2015-10-25|101|398
Live Free Open Last Chance Qualifier|Local|2015-10-25|32|10
White Rose Barbell Last Chance Qualifier|Local|2015-10-25|10|75
ZKC USA Fall Open|Local|2015-10-25|58|444
2015 Fortius Halloween Invitational|Local|2015-10-24|86|328
Moorestown Development Meet|Local|2015-10-24|6|57
Lift with The Team Last Chance Qualifier|Local|2015-10-24|25|121
Greater Jax Girls High School Clean and Jerk Clinic|Local|2015-10-24|69|145
The Little Brother of War|Local|2015-10-24|19|241
Bar Wars:Episode II|Local|2015-10-24|43|361
Old Dominion Classic|Local|2015-10-24|50|101
(Hawaii State Games) name change to Hawaii State Championships|Local|2015-10-24|77|404
The Georgia Flanagan University Scholarship Meet|Local|2015-10-24|22|468
Louisiana State Weightlifting Open|Local|2015-10-24|17|221
Black Box Fall Classic|Local|2015-10-24|29|136
Mid-American Weightlifting Championships|Local|2015-10-24|149|200
BlackBox Weightlifting Last Chance Qualifier|Local|2015-10-24|36|448
MDPV AO Last Chance Qualifier|Local|2015-10-24|15|92
2015 Inner Strength Fall Meet|Local|2015-10-24|21|428
TCB Meet|Local|2015-10-24|10|279
Last Chance AO 2015 Qualifier|Local|2015-10-24|22|149
2015 Stoneage Invitational|Local|2015-10-24|66|160
Manayunk Barbell Fall Open|Local|2015-10-24|42|73
Cookies and Kilos Fall Open|Local|2015-10-24|49|472
Barbell at The Barracks|Local|2015-10-24|17|334
Metropolitan Championship|Local|2015-10-24|55|42
Flat Irons Weightlifting Open|Local|2015-10-24|63|292
Midwest Strongest Unicorn|Local|2015-10-24|111|173
Last Chance Qualifier Open|Local|2015-10-24|31|495
Thor's Stone AO Club Meet|Local|2015-10-24|6|11
Internal American Open Qualifier|Local|2015-10-24|12|261
Record Breakers 2015|Local|2015-10-24|89|347
Liberty Barbell Club Fall Qualifier|Local|2015-10-24|6|76
Last Chance American Open|Local|2015-10-24|6|284
Central Texas Oly Open|Local|2015-10-18|40|235
Dan Takeuchi Weightlifting Memorial Meet|Local|2015-10-18|45|397
Athletic Lab Fall Classic|Local|2015-10-17|17|120
Southeast Classic|Local|2015-10-17|139|133
The Fall Open|Local|2015-10-17|69|144
California Classic|Local|2015-10-17|47|329
Lift outside the box Invitational|Local|2015-10-17|24|427
Nashville Weightlifting Fall Open|Local|2015-10-17|43|159
Nova Open|Local|2015-10-17|52|82
Larry Hanneman Memorial|Local|2015-10-17|55|259
Barbarian Barbell's Last Chance Qualifier (American Open)|Local|2015-10-17|53|323
BlackBox Qualifier Invitational 2015|Local|2015-10-17|6|236
MDUSA Fall Open|Local|2015-10-17|61|507
Iron Athlete October Open|Local|2015-10-17|35|494
Kilo Classic|Local|2015-10-17|32|474
Gold Cup Challenge|Local|2015-10-17|141|54
2015 Last Frontier Fall Open|Local|2015-10-17|12|510
Gulfcoast Rocktober Weightlifting Classic|Local|2015-10-11|18|147
2015 Max's Gym Open|Local|2015-10-11|77|396
Team WNY Fall Open|Local|2015-10-11|29|28
Battle of Pearl Harbor Weightlifting Meet|Local|2015-10-10|12|330
Inland Empire Championships|Local|2015-10-10|10|352
Europa Games Best in the West Weightlifting Championships|Local|2015-10-10|32|491
Ginny robinson Memorial Breast Cancer Awareneww & NE LWC Weightlifting Championships|Local|2015-10-10|122|2
2015 Iron Egg Weightlifting Championships|Local|2015-10-10|63|183
2015 Alabama State Championships|Local|2015-10-10|44|475
Fall 2015 Iron Cat Open|Local|2015-10-10|55|445
2015 Copperhead Weightlifting Championships|Local|2015-10-10|88|231
Sense Gym 2015 Developmental Meet #2|Local|2015-10-04|12|333
New Lifter Invitational|Local|2015-10-04|20|46
Nevada State Championship|Local|2015-10-04|28|390
Tough Temple Barbell Invitational 2015.10.04|Local|2015-10-04|8|91
North Coast League #4|Local|2015-10-03|6|395
The Minnesota Open|Local|2015-10-03|100|278
Kentucky Open Championship|Local|2015-10-03|69|417
The Wisconsin Open|Local|2015-10-03|69|191
Great Lakes Open|Local|2015-10-03|62|213
Barbell Rodeo|Local|2015-10-03|23|407
North Carolina State Championships|Local|2015-10-03|76|118
Gough-Karchut Weightlifting Classic|Local|2015-10-03|28|283
(2015 Hookgrip Classic)name change:2015 Hookgrip Spartkiad|Local|2015-10-03|165|61
Grind City Invitational|Local|2015-10-02|8|364
Roger Degarmo Memorial|Local|2015-10-02|59|287
212 DOF Barbell Open|Local|2015-09-30|27|96
The Unrivaled Classic|Local|2015-09-27|37|100
Elite Weightlifting Classic|Local|2015-09-26|46|437
Olympia Southwest Open|Local|2015-09-26|21|493
Twenty Dolla No Holla Fall Open|Local|2015-09-26|20|214
2015 Chikara Invitational|Local|2015-09-26|19|302
Maui Golf Masters & Youth Weightlifting Meet|Local|2015-09-25|13|406
National University Championship|National|2015-09-24|408|1608
IWF Grand Prix China|National|2015-09-21|12|1620
Rudy Sablo Memorial|Local|2015-09-20|72|41
314 Barbell Club Fall Meet|Local|2015-09-20|8|257
Industrious Fall Classic|Local|2015-09-19|47|362
The Lab Gym Fall Open|Local|2015-09-19|58|256
Chicago Open|Local|2015-09-19|48|201
Barbelld and Brews|Local|2015-09-19|69|116
2nd Auunal Whiterose Barbell Open|Local|2015-09-19|77|65
Jacked Classic|Local|2015-09-19|80|143
Caffeine and Kilos invitational|Local|2015-09-19|109|391
2015 Elmira Fall Open|Local|2015-09-19|57|27
Vulkan WeightliftingOpen|Local|2015-09-19|55|372
Risto Olympia Cup|Local|2015-09-18|31|497
Pan Am Youth Championships|National|2015-09-15|15|1619
Occam Open|Local|2015-09-13|47|392
North Coast League Meet 3|Local|2015-09-12|10|394
Iron AthleteFall Classic|Local|2015-09-12|33|492
TCA Fall Lift-off|Local|2015-09-12|69|310
September Showdown|Local|2015-09-12|42|441
Back To School Open|Local|2015-09-12|23|146
2015 Ohio State Weightlifting Championships|Local|2015-09-12|106|168
Western States Fall Open|Local|2015-09-12|15|294
IWF Masters World Championships|National|2015-09-11|34|1621
Kansas State & Open Weightlifting Champiniships 2015|Local|2015-09-11|135|254
Liftmore Open|Local|2015-09-06|35|389
Mash Strength Spectacular Weightlifting|Local|2015-09-05|27|115
Labor Day Lift off|Local|2015-09-05|27|117
Olympia Fall Open WLC|Local|2015-09-05|39|354
Savage Weightlifting Open|Local|2015-08-29|23|370
Dog Days Open|Local|2015-08-29|30|471
Team Chikara Developmental Meet #43|Local|2015-08-29|6|326
NRG Team Texas Open|Local|2015-08-29|53|446
BlackBox Summer Showdown|Local|2015-08-29|18|234
Moorestown Open|Local|2015-08-23|25|55
End of the Summer Developmental Meet|Local|2015-08-22|7|490
Brooklyn Barbell Open|Local|2015-08-22|64|38
Black Swamp Summer Open|Local|2015-08-22|33|171
Feel the Steel III|Local|2015-08-22|36|324
Mobility-Doc Classic|Local|2015-08-22|39|69
3rd Annual Crossfit Alphadog Weighlifting Competition|Local|2015-08-22|76|202
National University Qualifier|Local|2015-08-17|15|346
LSUS Open|Local|2015-08-15|6|217
Last Chance For Universities|Local|2015-08-14|6|255
National Championship|National|2015-08-13|407|1606
Peak Summer Classic|Local|2015-08-12|8|185
Wild West Weightlifting Meet|Local|2015-08-12|6|233
2015 Masters World Cup|National|2015-08-09|321|1611
Team Hercules Developmental Meet|Local|2015-08-09|23|184
Team Houston Qualifier|Local|2015-08-09|16|443
Macomb Invitational|Local|2015-08-08|6|203
Mustang Summer Classic|Local|2015-08-08|17|264
West Chester Summer Classic|Local|2015-08-08|44|71
Singlet Showdown|Local|2015-08-08|56|277
Tommy Kono Classic X|Local|2015-08-08|152|388
Pittsburg Summer Open|Local|2015-08-08|11|97
Middle Tennessee Barbell Summer Open|Local|2015-08-08|32|157
Lift Lift Boom|Local|2015-08-08|15|293
Last Chance National University Qualifier|Local|2015-08-08|46|304
Kicking Kilos 2015|Local|2015-08-08|9|170
Friday Night, Under the Lights|Local|2015-08-07|16|169
Project Lift Summer Invitational|Local|2015-08-02|10|172
Connecticut Open, Junior, Master WL Championships|Local|2015-08-02|42|15
Georgia Games Weightlifting Championships|Local|2015-08-01|71|470
Liberty Barbell Club Summer Qualifying Meet|Local|2015-08-01|8|72
Annual Mushtok Potato Open|Local|2015-08-01|32|141
2015 Jerry Dunne Red Light Open|Local|2015-08-01|17|44
Annual Mushtok Potato Open|Local|2015-08-01|32|141
2015 Jerry Dunne Red Light Open|Local|2015-08-01|17|44
Georgia Games Weightlifting Championships|Local|2015-08-01|71|470
RWL Weightlifting Camp|Local|2015-07-27|27|3
15U Invitational|National|2015-07-26|43|1618
Panhandle Power Summer Open|Local|2015-07-25|17|232
Fortius Summer Invitational|Local|2015-07-25|18|325
2015 Athletic Lab Summer Weightlifting Open|Local|2015-07-25|62|113
Rocky Mountain State Games|Local|2015-07-25|119|286
Pennsylvania State Weightlifting Championships and York Open|Local|2015-07-25|62|63
2015 Oklahoma State Championships of Weightlifting|Local|2015-07-25|78|240
Bay State Games|Local|2015-07-25|91|5
Galactic Championships#2|Local|2015-07-19|18|321
2015 Waimanalo Open|Local|2015-07-18|30|401
Tampa Bay Area Classic|Local|2015-07-18|75|139
NM Games & NM State Championships|Local|2015-07-18|61|426
2015 Level 5 Weightlifting Open|Local|2015-07-18|40|365
Black & Red Open|Local|2015-07-18|94|89
Flagstaff Open III|Local|2015-07-18|56|483
Handle Barbell Open|Local|2015-07-18|37|156
California State Games- Weightlifting|Local|2015-07-17|115|306
MDUSA Summer Open|Local|2015-07-17|87|506
Crow Hill Open|Local|2015-07-12|39|39
Biggest Little City Open|Local|2015-07-12|31|387
Liberty Games|Local|2015-07-12|30|37
The Great Lakes Open|Local|2015-07-11|39|190
Onaga Blast Chance|Local|2015-07-11|70|246
Freedom Classic Weightlifting Challenge|Local|2015-07-11|44|210
Sparkler Qualifier|Local|2015-07-05|7|253
Max's Gym Last Chance Qualifier|Local|2015-07-05|15|386
Last Chance Qualifier|Local|2015-07-05|8|199
4th of July Open|Local|2015-07-04|9|112
Team Houston Qualifier|Local|2015-07-04|6|442
Firecrackers and Kilo's Last Chance Qualifier|Local|2015-07-04|27|465
Last Chance Qualifier|Local|2015-07-04|8|142
Mason-Dixon Open|Local|2015-07-04|24|66
Waxman's Gym Qualifier|Local|2015-07-04|13|322
Seattle Barbell Last Chance Qualifier|Local|2015-07-03|7|363
Last Chance Qualifer|Local|2015-07-03|8|440
Last Chance Qualifer - Nationals|Local|2015-07-03|7|291
314 Barbell Club Summer Meet|Local|2015-06-28|11|252
The OSS Maryland Potomac Valley Open|Local|2015-06-28|60|87
Bridgeport Barbell Club Classic|Local|2015-06-28|74|68
Nationals Last Chance Qualifier|Local|2015-06-27|23|211
Kore Weightlifting Invitational|Local|2015-06-27|6|505
Auburn Summer Lift|Local|2015-06-27|21|466
Drive Pop Punch! June Boom!|Local|2015-06-27|16|319
Dallas Summer Classic Weightlifting Championships|Local|2015-06-27|45|230
Northshore Summer Meet|Local|2015-06-27|17|220
National Youth Championship|National|2015-06-25|565|1605
Crown Town Throwdown III|Local|2015-06-24|6|212
Rhema Rumble|Local|2015-06-22|11|158
Summer Solstice Open|Local|2015-06-21|31|9
NJ LWC Championships|Local|2015-06-21|57|53
2015 Intersquad-CF Verity vs Tough Tempel CF|Local|2015-06-21|21|90
Trident Championships|Local|2015-06-20|49|350
The Summer Barbell Classic|Local|2015-06-20|16|140
Kentuckiana Spring Classic|Local|2015-06-20|33|415
IWF Junior World Championships|National|2015-06-20|15|1615
Mile High Weightlifting Open|Local|2015-06-20|43|288
Brea Open|Local|2015-06-20|18|320
Aloha 'Oe Torye Invitational|Local|2015-06-20|18|405
Seismic's North Coast League Meet|Local|2015-06-20|8|384
D'Town Throwdown|Local|2015-06-20|24|229
King Of Coffee|Local|2015-06-20|20|155
Out of Step Barbell Open 6|Local|2015-06-20|41|110
MIA Summer Classic|Local|2015-06-20|153|134
Team Montana 2015 Last Chance Nationals Qualifier|Local|2015-06-20|15|282
Star of the North State Games|Local|2015-06-20|68|273
The Macho Man Randy Savage Memorial|Local|2015-06-20|12|138
Utah Summer Games|Local|2015-06-19|31|344
FDU Open|Local|2015-06-19|64|49
Hyperion Strong Barbell Smash|Local|2015-06-18|38|345
31st Anniversary Weightlifting Camp|Local|2015-06-15|27|23
Westchester Toss Daddy Open at Athletes Warehouse|Local|2015-06-14|47|40
Team WNY Summer Open|Local|2015-06-14|30|25
Cheshire, CT. Open, Junior+Master Weightlifting Competition|Local|2015-06-14|41|16
Canusa Jeckyl Hyde Summer Open|Local|2015-06-13|61|181
PEAKS Weightlifting Club Open|Local|2015-06-13|22|488
Anchorage Home From College Gym Meet|Local|2015-06-13|9|509
Summer Slang|Local|2015-06-13|33|342
Dumbarton Invitational 2015-3|Local|2015-06-13|6|88
Chicago Summer Open|Local|2015-06-13|92|198
Des Moines Open|Local|2015-06-13|41|410
Florida LWC 14 State Cup/ Sunshine State Games|Local|2015-06-13|51|137
Raise the Bar|Local|2015-06-13|15|504
Oly Grand Prix|Local|2015-06-13|37|486
Badger State Games|Local|2015-06-12|50|189
Aloha State Games|Local|2015-06-06|45|403
The Butch Curry Classic|Local|2015-06-06|66|383
SoFit Open|Local|2015-06-06|32|135
U of O Weightlifting Classic|Local|2015-06-06|23|368
Pan-Am Masters Championships|National|2015-06-04|271|1616
North coast League Meet 1|Local|2015-05-30|11|382
Bluegrass Barbell Spring Meet|Local|2015-05-30|14|416
2nd Annual Mississippi State Weightlifting Championship|Local|2015-05-30|56|218
Chatham County Oly Day|Local|2015-05-30|23|460
The 2015 Northwest Nationals Qualifier|Local|2015-05-30|36|511
ZKC International Tournament|Local|2015-05-30|12|167
Freak Show Open|Local|2015-05-30|28|357
Californias State Championships|Local|2015-05-24|70|385
Battle of Mint Hill Strongest|Local|2015-05-24|9|114
Youth Nationals Last Chance Qualifier|Local|2015-05-23|10|439
Memorial Day Open Weighlifting Competition|Local|2015-05-23|66|8
Charleston-Matton Weightlifting Schoolage Qualifier|Local|2015-05-23|8|197
West Georgia East Alabama Throwdown|Local|2015-05-23|44|461
National Youth Last Chance Qualifier|Local|2015-05-23|20|275
Youth Nationals Last Chace Qualifier|Local|2015-05-23|4|188
Williams Weightlifting Open: Barbell Maynia|Local|2015-05-23|48|462
2015 Youth Nationals Northern MN. Qualifier|Local|2015-05-23|6|276
North Coast League Youth|Local|2015-05-23|22|380
2015 Inner Strength Spring Meet|Local|2015-05-23|24|424
Port City Barbell Memorial Day Open|Local|2015-05-23|53|111
Treasure coast Open|Local|2015-05-23|89|131
Last Chance Youth|Local|2015-05-23|7|251
Memorial Weekend Open|Local|2015-05-23|21|438
Last Chance Youth National Qualifier|Local|2015-05-23|66|132
Lonestar National Youth Championship Qualifier|Local|2015-05-23|10|228
2015 Goodland Open|Local|2015-05-23|23|316
Helix BBC Invitational|Local|2015-05-23|10|239
End of School Celebration|Local|2015-05-22|11|464
Buffalo BBC|Local|2015-05-22|19|26
Coffee High Invitational|Local|2015-05-21|16|463
Speed Shop Spring Weightliftng Open-Powered by Columbus Weightlifting|Local|2015-05-19|22|166
Spring LiftaThon|Local|2015-05-18|10|250
Larry Mintz Memorial|Local|2015-05-17|91|36
Allegheny Mountain LWC Championships|Local|2015-05-16|43|95
TCA Summer Lift-off|Local|2015-05-16|67|309
Iowa High School Weightlifting Championship/ Bear Open|Local|2015-05-16|34|411
Lilac Championships|Local|2015-05-16|20|353
2015 SoCal Open|Local|2015-05-16|63|300
Conquer All Chaos|Local|2015-05-16|22|290
HDAC May Meet|Local|2015-05-16|6|425
Indiana State Championship|Local|2015-05-16|95|205
East Coast Gold Classic|Local|2015-05-16|134|59
Chicago Strength Spring Open|Local|2015-05-16|31|196
Arizona State Weightlifting Championships|Local|2015-05-15|61|482
Youth Qualifier|Local|2015-05-15|15|343
2015 Youth Natinals Metro Qualifier|Local|2015-05-09|10|274
HWC May Open 2015|Local|2015-05-09|39|105
War Games 2015  Battle for PRs|Local|2015-05-09|86|373
2015 Maryland & Potomac Valley Youth Weightlifting Meet|Local|2015-05-09|10|86
State of Michigan Weightlifting Championships|Local|2015-05-09|62|179
may Madness Weightlifting Meet|Local|2015-05-09|32|500
Total Lock Out|Local|2015-05-09|24|226
A3 Practice Competition|Local|2015-05-09|14|195
MayDay Madness Weightlifting Competition|Local|2015-05-09|15|154
Roach Strength Invitational|Local|2015-05-06|33|360
Team WNY Spring Cleaning|Local|2015-05-03|14|24
Danbury Open, Junior, and Masters Weightlifing Competition|Local|2015-05-03|71|14
Danbury Open, Junior, and Masters Weightlifing Competition|Local|2015-05-03|71|14
18th Matt Davis Memorial|Local|2015-05-02|78|456
The Lab Gym Spring Open|Local|2015-05-02|58|244
2015 Sense Gym Developmental meet #1|Local|2015-05-02|10|318
FRCF Spring Weightlifting Meet 2015|Local|2015-05-02|56|289
Last Chance Qualifier|Local|2015-05-01|17|487
Fortius Open|Local|2015-05-01|130|313
2015 USA Weightlifting Regional Champonships One|National|2015-04-30|185|1612
2015 Capital City Open|Local|2015-04-26|69|81
Texas Barbell Spring Classic|Local|2015-04-26|66|431
Liberty Barbell Classic|Local|2015-04-25|145|60
Yellow Brick Road|Local|2015-04-25|73|245
North Georgia Championships|Local|2015-04-25|85|458
CHFP Weightlifting High School Development Meet|Local|2015-04-25|13|84
East Coast Championships|Local|2015-04-25|49|130
Elmira Spring Open|Local|2015-04-25|85|21
Nashville Weightlifting Open|Local|2015-04-25|49|152
2015 East Carolina Weightlifting Open|Local|2015-04-25|58|107
UT State Championships|Local|2015-04-25|82|339
Open Olympic Lifting Meet|Local|2015-04-25|53|164
Masters Pam Ams Last Chance Qualifiere|Local|2015-04-25|32|208
The Miller Gym Anniversary Invitational|Local|2015-04-25|29|421
River Town Classic|Local|2015-04-25|81|379
Pan Am Maters Qualifier/Mike Choi cannot sanction an event till 10/19/2015|Local|2015-04-19|13|85
NorCal Open|Local|2015-04-19|88|377
CWL Grand Opening Invitational|Local|2015-04-19|8|35
Tom's Meet|Local|2015-04-18|6|423
Pivotal Open|Local|2015-04-18|84|48
2015 Doc Yogi Memorial|Local|2015-04-18|51|402
South Texas Open|Local|2015-04-18|65|435
Texas State Collegiate Open|Local|2015-04-18|23|436
Tucson Barbell Club Open|Local|2015-04-18|38|480
Utah Jr. State|Local|2015-04-18|22|337
Industrious Weightlifting Championship|Local|2015-04-18|56|359
Generation Spring Classic|Local|2015-04-18|99|64
Juggernaut Classic|Local|2015-04-18|49|308
RVA Open|Local|2015-04-18|109|99
Houses Gym Youth Qualifier|Local|2015-04-18|6|485
Northwest Georgia Open|Local|2015-04-18|17|454
TWNY Spring Fling Open|Local|2015-04-12|28|20
Albany Open|Local|2015-04-12|18|34
North Dakota Weightlifting Open|Local|2015-04-11|39|498
Altitude Athletics Spring Open|Local|2015-04-11|53|281
Future Oly Spring Lift|Local|2015-04-11|18|459
2015 Russ Knipp|Local|2015-04-11|8|369
Panhandle Power Spring Meet|Local|2015-04-11|12|227
Midwest Open|Local|2015-04-11|53|206
Lock and Load Tune-up|Local|2015-04-11|10|249
Black Swamp Spring Open|Local|2015-04-11|29|165
PSAC open Weightlifting Championship|Local|2015-04-11|20|187
College Station  Weightlifting Classic|Local|2015-04-11|51|433
2015 National Masters Championships|Local|2015-04-09|244|298
IWF Youth World Championships|National|2015-04-06|15|1613
Grass Iron Open|Local|2015-04-04|32|434
Masters Meet|Local|2015-04-04|26|67
CrossFit NOLA Open|Local|2015-04-04|20|219
Black Box Classic|Local|2015-04-04|34|122
The Iron Game Open|Local|2015-04-04|81|126
Kilo Weightlifting Meet|Local|2015-04-04|28|408
Team Chikara Developmental Meet #42|Local|2015-04-04|15|317
Jasons Meet|Local|2015-04-04|6|422
2015 April Fools Buffalo Barbell Club Meet|Local|2015-04-01|10|22
Southern Pacific LWC 33 Championships|Local|2015-03-29|64|311
Moorestown Developmental|Local|2015-03-29|8|52
Barbell Madness|Local|2015-03-28|40|153
Team Georgia Spring Classic|Local|2015-03-28|89|457
Minnesota LWC Championships|Local|2015-03-28|65|270
Poliquin Group Spring Open|Local|2015-03-28|44|6
Arizona State Weightlifting Qualifiers|Local|2015-03-28|29|484
Reach Your Peak Classic|Local|2015-03-28|21|182
2015 IL State WL Championship & Strength Clinic|Local|2015-03-28|139|194
Friday Night Lights|Local|2015-03-27|16|503
2015 Hassle Free Spring Breaker|Local|2015-03-27|147|376
March Lift Off|Local|2015-03-22|29|7
Kentucky State Championship|Local|2015-03-21|48|413
Lost Battalion Hall Classic|Local|2015-03-21|52|33
McWinter is Over|Local|2015-03-21|14|209
2015 Southern Oregon Weightlifting Open|Local|2015-03-21|45|367
34th Spartan Open|Local|2015-03-21|37|180
2015 Monarch Open|Local|2015-03-21|41|409
2015 Nebraska State and Open Weightlifting Championship|Local|2015-03-21|47|263
HWC Inaugural Meet 2015|Local|2015-03-21|40|104
Shamrocks & Snatches|Local|2015-03-21|18|128
International Team Trials at Arnold Weightlifting Championships|National|2015-03-17|40|1607
Northeastern States Open|Local|2015-03-15|53|13
Moorsestown Open #2 WLC|Local|2015-03-15|59|50
Cookies and Kilos Spring Open|Local|2015-03-14|11|455
2015 Arkansas Open|Local|2015-03-14|16|216
Pony Express|Local|2015-03-14|74|248
Saint Patrick's Day Weightlifting Championship|Local|2015-03-14|73|299
Capitol City Weightlifting Championship|Local|2015-03-14|60|355
The Eyes of March|Local|2015-03-14|19|315
Altamonte Open|Local|2015-03-14|124|127
DC Weightlifting/Black & Red Barbell Inter-squad Meet|Local|2015-03-14|29|83
Jeff Moyer Memorial|Local|2015-03-14|43|62
Spring 2015n Ironcat Open at Texas State University|Local|2015-03-14|50|432
2015 CTS Wine Country Classic|Local|2015-03-08|81|378
6th Annual Chikarasport St. Patty's Day Open|Local|2015-03-07|57|301
Minnesota State High School Championships|Local|2015-03-07|120|271
High Desert March Meet|Local|2015-03-07|9|420
Arnold Weightlifting Championships Powered by Rogue|Local|2015-03-05|214|162
SoCal Weightlifting House Meet|Local|2015-03-01|11|314
Hoisting With Heart|Local|2015-02-28|4|341
Auburn Winterlift|Local|2015-02-28|42|453
